JrId	JournalTitle	MedAbbr	ISSN_NLM	EISSN_NLM	IsoAbbr	NlmId
34666	Bulletin - Los Angeles County Medical Association	Bull Los Angel Cty Med Assoc	0364-684X		Bull Los Angel Cty Med Assoc	7605261
34667	Annual report of the Gorgas Memorial Laboratory and report of audit. Gorgas Memorial Laboratory	Annu Rep Gorgas Meml Lab Rep Audit	0190-6992		Annu Rep Gorgas Meml Lab Rep Audit	7800301
34668	New York state pharmacist	N Y State Pharm	0028-7660		N Y State Pharm	7804165
34669	King's College Hospital gazette	Kings Coll Hosp Gaz	0309-7366		Kings Coll Hosp Gaz	7903314
34670	The bulletin of the Orange County Medical Association	Bull Orange Cty Med Assoc	0272-9059		Bull Orange Cty Med Assoc	8009457
34671	Journal of physical education (Dayton, Ohio)	J Phys Educ	0022-3662		J Phys Educ	8405946
34674	Archives of internal medicine (Chicago, Ill. : 1908)	Arch Intern Med (Chic)	0730-188X		Arch Intern Med (Chic)	9716392
34675	Boletin Informativo - Asociacion Medica Argentina	Bol Inf Asoc Med Argent	1666-2687		Bol Inf Asoc Med Argent	9888996
34676	Boletin mensual de estadistica demografico-sanitaria de la peninsula e islas adyacentes / Ministerio de la Gobernacion del Reino, Direccion General de Beneficencia y Sanidad	Bol Mens Estad Demogr Sanit Penins Islas Adyac	1697-6304		Bol Mens Estad Demogr Sanit Penins Islas Adyac	101244636
34683	The British chemical digest	Br Chem Dig	0366-2705		Br Chem Dig	15730240R
34686	The Caliper	Caliper	0045-4001		Caliper	16020500R
34706	Journal belge de neurologie et de psychiatrie	J Belge Neurol Psychiatr	0368-1408		J Belge Neurol Psychiatr	17810480R
34714	Acta Societatis medicorum Fennicae Duodecim. Series A Suomalainen laakariseura Duodecim	Acta Suom Laak Duodecim A	0365-1711		Acta Suom Laak Duodecim A	21030300R
34722	Bibliografia hispanica	Bibliogr Hisp	0212-5129		Bibliogr Hisp	58510580R
34729	The Public health laboratory	Public Health Lab	0033-3522		Public Health Lab	376511
34731	Ortopedia e traumatologia dell'apparato motore	Ortop Traumatol Appar Mot	0369-7924		Ortop Traumatol Appar Mot	413425
34734	Transactions of the American Gynecological Society	Trans Am Gynecol Soc	0065-8480		Trans Am Gynecol Soc	7506102
34735	Year book - Royal Society of Edinburgh	Year B R Soc Edinb	0080-4576		Year B R Soc Edinb	7506168
34736	Schweizerische Krankenkassen-Zeitung	Schweiz Krankenkassen Ztg	0253-0422		Schweiz Krankenkassen Ztg	8007256
34737	The Phi Lambda Kappa quarterly	Phi Lambda Kappa Q	0733-4400		Phi Lambda Kappa Q	8207226
34742	L'Assistenza sociale	Assist Soc	0392-1026		Assist Soc	15330670R
34745	Nutrition news	Nutr News (Rosemt)	0369-6464		Nutr News (Rosemt)	19230640R
34750	Pensiero medico	Pensiero Med (Milano)	0391-0423		Pensiero Med (Milano)	19540240R
34753	The Prescriber	Prescriber	0370-145X		Prescriber	19740080R
34754	The Purdue pharmacist	Purdue Pharm	0033-4529		Purdue Pharm	19930400R
34757	Science studies	Sci Stud (St Bonaventure)	0096-4026		Sci Stud (St Bonaventure)	20640115R
34760	Vitamin D digest	Vitam D Dig	0099-9652		Vitam D Dig	21530260R
34767	The Star	Star	0049-2116		Star	52430320R
34768	Schweizerisches medizinisches jahrbuch	Schweiz Med Jahrb	0080-7400		Schweiz Med Jahrb	27410490R
34772	Reviews in obstetrics & gynecology	Rev Obstet Gynecol	1941-2797	2153-8166	Rev Obstet Gynecol	101479674
34786	Journal of ocular biology, diseases, and informatics	J Ocul Biol Dis Infor	1936-8437	1936-8445	J Ocul Biol Dis Infor	101310837
34801	Advances in experimental biology	Adv Exp Biol	1872-2423		Adv Exp Biol	101479537
34805	Journal of otolaryngology - head & neck surgery = Le Journal d'oto-rhino-laryngologie et de chirurgie cervico-faciale	J Otolaryngol Head Neck Surg	1916-0208	1916-0216	J Otolaryngol Head Neck Surg	101479544
34820	Shandong da xue xue bao. Li xue ban / Shandong da xue zhu ban = Journal of Shandong University. Natural science		1671-9352		Shandong Da Xue Xue Bao Li Xue Ban	101480170
34823	Journal of the Botanical Research Institute of Texas		1934-5259		J Bot Res Inst Tex	101480501
34828	Lundiana : international journal of biodiversity		1676-6180		Lundiana	101480769
34839	Alzheimer's care today	Alzheimers care today	1936-3001	1936-6760	Alzheimers care today	101464969
34841	Proceedings / Pacific Conference on Computer Graphics and Applications. Pacific Conference on Computer Graphics and Applications	Proc Pac Conf Comput Graph Appl	1550-4085		Proc Pac Conf Comput Graph Appl	101480115
34842	Journal of pain management	J Pain Manag	1939-5914		J Pain Manag	101480118
34844	The Negro educational review	Negro Educ Rev	0548-1457		Negro Educ Rev	101480119
34853	EURASIP journal on advances in signal processing	EURASIP J Adv Signal Process	1687-6172		EURASIP J Adv Signal Process	101480232
34854	International journal of child health and human development : IJCHD	Int J Child Health Hum Dev	1939-5965		Int J Child Health Hum Dev	101480230
34863	Zhi wu bao hu = Plant protection		0529-1542		Zhi Wu Bao Hu	101481366
34864	Hereditary cancer in clinical practice	Hered Cancer Clin Pract	1731-2302	1897-4287	Hered Cancer Clin Pract	101231179
34865	Journal of the Academy of Rehabilitative Audiology	J Acad Rehabil Audiol	0149-8886		J Acad Rehabil Audiol	7706782
34872	Pakistan journal of medical sciences	Pak J Med Sci	1682-024X	1681-715X	Pak J Med Sci	100913117
34874	The journal of applied research	J Appl Res	1537-064X		J Appl Res	101132979
34877	Progress in community health partnerships : research, education, and action	Prog Community Health Partnersh	1557-0541	1557-055X	Prog Community Health Partnersh	101273946
34880	Journal of stem cells	J Stem Cells	1556-8539		J Stem Cells	101295936
34891	Russkii zhurnal SPID, rak i obshchestvennoe zdorov'e = Russian journal AIDS, cancer, and public health		1815-154X		Rus Zhurnal SPID Rak Obshchestvennoe Zdor	101263031
34892	Iranian journal of arthropod-borne diseases	Iran J Arthropod Borne Dis	1735-7179	2008-2517	Iran J Arthropod Borne Dis	101482037
34895	Nongyaoxue xuebao		1008-7303		Nongyaoxue Xuebao	101482763
34899	Han'gug yugsu haghoeji		1225-1437		Hangug Yugsu Haghoeji	101483765
34900	Arthropod systematics & phylogeny		1863-7221	1864-8312	Arthropod Syst Phylogeny	101483752
34901	National health statistics reports	Natl Health Stat Report	2164-8344	2332-8363	Natl Health Stat Report	101479519
34915	International journal of morphology = Revista internacional de morfologia		0717-9367	0717-9502	Int J Morphol	101195273
34916	Xian dai hua gong = Modern chemical industry		0253-4320		Xian Dai Hua Gong	101484978
34928	Revista espanola de cirugia, traumatologia y ortopedia	Rev Eesp Cir Traumatol Ortop	1131-0898		Rev Eesp Cir Traumatol Ortop	404300
34931	The Leech	Leech	0377-9696		Leech	413704
34966	Journal of applied polymer science. Applied polymer symposium	J Appl Polym Sci Symp	0271-9460		J Appl Polym Sci Symp	9879556
35025	Atomic energy in biophysics, biology and medicine	At Energy Biophys Biol Med	0276-9824		At Energy Biophys Biol Med	15410190R
35037	Medical record (New York : 1934)	Med Rec	0363-0803		Med Rec	18530250R
35040	Quarterly review of otorhinolaryngology and broncho-esophagology	Q Rev Otorhinolaryngol Bronchoesophagol	8756-4386		Q Rev Otorhinolaryngol Bronchoesophagol	19940310R
35066	ICMR annals : annual reports of the International Center for Medical Research	ICMR Ann	0287-1785		ICMR Ann	8207131
35152	Journal of economic development	J Econ Dev	0254-8372		J Econ Dev	101120255
35185	Revista de ciencias sociales	Rev Cienc Soc	0034-7817		Rev Cienc Soc	212502
35214	Historia hospitalium. Sonderheft	Hist Hosp	0340-2312		Hist Hosp	7507132
35275	PZ Wissenschaft : Pharmazeutische Zeitung, Wissenschaftsausgabe	PZ Wiss	0935-5901		PZ Wiss	9202143
35307	The Annual report of the Library Company of Philadelphia. Library Company of Philadelphia	Annu Rep Libr Co Phila	0160-922X		Annu Rep Libr Co Phila	9879307
35313	Science bulletin (Kuo chia k'o hsueh wei yuan hui)	Sci Bull Sci Found Philipp	0036-8261		Sci Bull Sci Found Philipp	9882511
35331	Archivio storico per le province Parmensi	Arch Stor Prov Parm	0392-0283		Arch Stor Prov Parm	100966240
35339	Canada	Canada (Tor)	0315-7601		Canada (Tor)	100967068
35342	Annales d'etudes internationales. Annals of international studies	Ann Etud Int	0066-2135		Ann Etud Int	100967454
35345	Journalism Conference : [proceedings]. Journalism Conference	Journal Conf Workshop ADA	0278-1476		Journal Conf Workshop ADA	100968234
35350	Narody Azii i Afriki / Akademiia nauk SSSR, Institut narodov Azii, Institut Afriki	Nar Azii Afr	0027-8041		Nar Azii Afr	100969290
35353	Postal history international	Postal Hist Int	0306-8463		Postal Hist Int	100969778
35354	Papers. Kroeber Anthropological Society	Pap Kroeber Anthropol Soc	0023-4869		Pap Kroeber Anthropol Soc	100969915
35359	Pour la science	Pour Sci	0153-4092		Pour Sci	100970377
35360	Shi da xue bao	Shi Da Xue Bao	0583-0249		Shi Da Xue Bao	100970428
35362	Sovetskoe slavianovedenie (Moscow, Russia : 1965)	Sov Slavanovednie	0132-1366		Sov Slavanovednie	100970565
35363	Acta Universitatis Stockholmiensis. Stockholm studies in English	Stockh Stud Engl	0346-6272		Stockh Stud Engl	100970652
35367	Urban anthropology and studies of cultural systems and world economic development	Urban Anthropol Stud Cult Syst World Econ Dev	0894-6019		Urban Anthropol Stud Cult Syst World Econ Dev	101084997
35399	Zhongguo ke ji shi liao = China historical materials of science and technology	Zhongguo Ke Ji Shi Liao	1000-0798		Zhongguo Ke Ji Shi Liao	101091759
35412	Honismereti modszertani fuzetek	Szabolcs Szatmari Szle	0139-3375		Szabolcs Szatmari Szle	101095452
35414	Draco pro medico	Draco med	0348-0763		Draco med	101095564
35415	Driemaandelijks tijdschrift - Gemeentekrediet van Belgie	Driem Tijdschr Gemeentekrediet Belg	0773-9273		Driem Tijdschr Gemeentekrediet Belg	101095566
35416	Terra Ameriga	Terra Ameriga	0040-375X		Terra Ameriga	101095568
35417	Rivista di filosofia neo-scolastica	Riv Filos Neo Scolast	0035-6247		Riv Filos Neo Scolast	101095575
35418	Bulletin trimestriel - Credit communal de Belgique	Bull Trimest Credit Communal Belg	0011-099X		Bull Trimest Credit Communal Belg	101095576
35419	Bulletin de la Societe archeologique et historique du Limousin	Bull Soc Archeol Hist Limousin	0184-7651		Bull Soc Archeol Hist Limousin	101095579
35420	Modernist studies: literature & culture 1920-1940	Mod Stud Lit Cult	0316-5973		Mod Stud Lit Cult	101095580
35421	Bulletin de la Societe historique et scientifique des Deux-Sevres	Bull Soc hist sci Deux Sevres	0751-5294		Bull Soc hist sci Deux Sevres	101095591
35422	Annali	Ann Ist Orient Napoli	0393-3172		Ann Ist Orient Napoli	101095621
35423	Annales du Cercle archeologique d'Enghien	Ann Cercle Archeol Enghien	0776-1252		Ann Cercle Archeol Enghien	101095635
35424	Explorations in ethnic studies : the journal of the National Association of Interdisciplinary Ethnic Studies	Explor Ethn Stud	0730-904X		Explor Ethn Stud	101095649
35425	Annales du Cercle archeologique du canton de Soignies	Ann Cercle Archeol Canton Soignies	0773-0136		Ann Cercle Archeol Canton Soignies	101095640
35426	Analecta Calasanctiana	Analecta Calas	0569-9789		Analecta Calas	101095694
35427	Journal of the Illinois State Historical Society Illinois State Historical Society	J Ill State Hist Soc	0019-2287		J Ill State Hist Soc	101095650
35431	The Georgia review	Ga Rev	0016-8386		Ga Rev	101095881
35433	Hebrew Union College annual. Hebrew Union College	Heb Union Coll Annu	0360-9049		Heb Union Coll Annu	101095896
35458	Sheng wu jia gong guo cheng		1672-3678		Sheng Wu Jia Gong Guo Cheng	101485708
35465	Kvartalsskrift. Svenska nationalforeningen mot hjart- och lungsjukdomar	Kvartalsskr Sven Nationalforen Hjart Lungsjukd	0373-2665		Kvartalsskr Sven Nationalforen Hjart Lungsjukd	21040170R
35477	Magyar Konyvszemle	Magyar Konyvsz	0025-0171		Magyar Konyvsz	58230530R
35486	Zhiwuxue tongbao / Zhongguo Zhiwu Xuehui		1003-2266		Zhiwuxue Tongbao	101486571
35490	Kinjin Kenkyusho kenkyu hokoku		0388-8266		Kinjin Kenkyusho Kenkyu Hokoku	7502598
35491	Yao wu sheng wu ji shu		1005-8915		Yao Wu Sheng Wu Ji Shu	101320118
35492	Acta ophthalmologica. Supplement	Acta Ophthalmol Suppl (Oxf )	1755-3776	1755-3784	Acta Ophthalmol Suppl (Oxf )	101485969
35493	Xi bei nong lin ke ji da xue xue bao. Zi ran ke xue ban = Journal of Northwest Sci-Tech University of Agriculture and Forestry. Natural science edition		1671-9387		Xi Bei Nong Lin Ke Ji Da Xue Xue Bao Zi Ran Ke Xue Ban.	101487104
35501	The Canadian child and adolescent psychiatry review = La revue canadienne de psychiatrie de l'enfant et de l'adolescent	Can Child Adolesc Psychiatr Rev	1716-9119		Can Child Adolesc Psychiatr Rev	101273109
35502	Gastrointestinal cancer research : GCR	Gastrointest Cancer Res	1934-7820	1934-7987	Gastrointest Cancer Res	101300691
35505	Connecticut state medical journal	Conn State Med J	0096-0179		Conn State Med J	16410130R
35533	Yakhteh = The cell		1561-4921	1735-8086	Yakhteh	101197198
35539	Zhongguo gu shang = China journal of orthopaedics and traumatology	Zhongguo Gu Shang	1003-0034		Zhongguo Gu Shang	9815790
35544	P & T : a peer-reviewed journal for formulary management	P T	1052-1372		P T	9015516
35548	Biotechnology healthcare	Biotechnol Healthc	1554-169X		Biotechnol Healthc	101241418
35549	Journal of Korean Neurosurgical Society	J Korean Neurosurg Soc	2005-3711	1598-7876	J Korean Neurosurg Soc	101467054
35551	The Pharmaceutical journal	Pharm J	0031-6873		Pharm J	410466
35555	Soil organisms	Soil Org	1864-6417		Soil Org	101490173
35559	Guizhou nong ye ke xue = Journal of Guizhou agricultural science		1001-3601		Guizhou Nong Ye Ke Xue	101490360
35561	NINA rapport / Norsk institutt for naturforskning		1504-3312		NINA Rapp	101490938
35564	The American journal of roentgenology and radium therapy	Am J Roentgenol Radium Ther	0092-5632		Am J Roentgenol Radium Ther	404014
35570	The Kuwait medical journal : KMJ : the official journal of the Kuwait Medical Association	Kuwait Med J	1607-8047		Kuwait Med J	9815770
35573	Current psychiatry	Curr Psychiatr	1537-8276		Curr Psychiatr	101134371
35574	Proceedings of the ... IEEE International Conference on Acoustics, Speech, and Signal Processing / sponsored by the Institute of Electrical and Electronics Engineers Signal Processing Society. ICASSP (Conference)	Proc IEEE Int Conf Acoust Speech Signal Process	1520-6149		Proc IEEE Int Conf Acoust Speech Signal Process	101182171
35582	Clinical ophthalmology (Auckland, N.Z.)	Clin Ophthalmol	1177-5467	1177-5483	Clin Ophthalmol	101321512
35592	Match (Mulheim an der Ruhr, Germany)	Match (Mulh)	0340-6253		Match (Mulh)	101491175
35600	Revista de investigaciones marinas		0252-1962	1991-6086	Rev Investig Mar	101492090
35602	Bulletin of fish biology		1867-5417		Bull Fish Biol	101492246
35610	Primatologie : revue publiee sous l'egide de la Societe francophone de primatologie	Primatologie	1279-8304		Primatologie	100889118
35611	Proceedings and papers of the ... Annual Conference of the Mosquito and Vector Control Association of California. Mosquito and Vector Control Association of California. Conference	Proc Pap Annu Conf Mosq Vector Control Assoc Calif	1554-4974		Proc Pap Annu Conf Mosq Vector Control Assoc Calif	101157243
35631	Journal of vacuum science & technology. B, Microelectronics and nanometer structures : processing, measurement, and phenomena : an official journal of the American Vacuum Society	J Vac Sci Technol B Microelectron Nanometer Struct Process Meas Phenom	1071-1023	0734-211X	J Vac Sci Technol B Microelectron Nanometer Struct Process Meas Phenom	101491911
35633	Proceedings / ICIP ... International Conference on Image Processing	Proc Int Conf Image Proc	1522-4880		Proc Int Conf Image Proc	101492319
35636	Proceedings / IEEE International Conference on Computer Vision. IEEE International Conference on Computer Vision	Proc IEEE Int Conf Comput Vis	1550-5499		Proc IEEE Int Conf Comput Vis	101492443
35637	Proceedings / CVPR, IEEE Computer Society Conference on Computer Vision and Pattern Recognition. IEEE Computer Society Conference on Computer Vision and Pattern Recognition	Proc IEEE Comput Soc Conf Comput Vis Pattern Recognit	1063-6919		Proc IEEE Comput Soc Conf Comput Vis Pattern Recognit	101492446
35639	Proceedings / IEEE International Symposium on Biomedical Imaging: from nano to macro. IEEE International Symposium on Biomedical Imaging	Proc IEEE Int Symp Biomed Imaging	1945-7928	1945-8452	Proc IEEE Int Symp Biomed Imaging	101492570
35640	IEEE Nuclear Science Symposium conference record. Nuclear Science Symposium	IEEE Nucl Sci Symp Conf Rec (1997)	1095-7863		IEEE Nucl Sci Symp Conf Rec (1997)	101492453
35645	Advances in insect physiology	Adv In Insect Phys	0065-2806		Adv In Insect Phys	14630180R
35650	Jilin da xue xue bao. Li xue ban = Journal of Jilin University. Science edition		1671-5489		Jilin Da Xue Xue Bao	101492946
35652	Aquilo. Ser. botanica		0570-5169		Aquilo Ser Bot	9882982
35653	Majallah-i mikrub/shinasi-i pizishki-i Iran		1735-8612		Iran J Med Microbiol	101493382
35663	Investigaciones marinas CICIMAR / Centro Interdisciplinario de Ciencias Marinas, Instituto politecnico nacional, SEP		0186-5102		Investig Mar CICIMAR	101493790
35666	Australian journal of crop science		1835-2693	1835-2707	Aust J Crop Sci	101494087
35667	Tap chi hoa hoc		0378-2336		Tap Chi Hoa Hoc	101494117
35668	Bangsaseon san-eob haghoeji		1976-2402		Bangsaseon San Eob Haghoeji	101494120
35669	Genetic testing and molecular biomarkers	Genet Test Mol Biomarkers	1945-0265	1945-0257	Genet Test Mol Biomarkers	101494210
35672	Complementary health practice review	Complement Health Pract Rev	1533-2101		Complement Health Pract Rev	100973482
35677	Leadership in health services (Bradford, England)	Leadersh Health Serv (Bradf Engl)	1751-1879	1751-1887	Leadersh Health Serv (Bradf Engl)	101464443
35686	SPIE newsroom	SPIE Newsroom	1818-2259		SPIE Newsroom	101493704
35691	Journal of the American Aging Association	J Am Aging Assoc	2152-4041	2331-3773	J Am Aging Assoc	100964172
35695	Museum of Northern Arizona bulletin / Museum of Northern Arizona, Northern Arizona Society of Science and Art		0361-9656		Mus North Ariz Bull	101494815
35697	Mian hua xue bao = Acta gossypii Sinica / Zhongguo mian hua xue hui, Zhongguo nong ye ke xue yuan mian hua yan jiu suo		1002-7807		Mian Hua Xue Bao	101494870
35698	Indian journal of marine sciences		0379-5136		Indian J Mar Sci	9882985
35699	Namah-yi anjuman-i hasharahshinasan-i Iran / Entomological Society of Iran		0259-9996		Namahyi Anjumani Hasharahshinasani Iran	101495233
35702	Functional plant science & biotechnology		1749-0472		Funct Plant Sci Biotechnol	101495560
35705	Wei sheng wu yu gan ran	Wei Sheng Wu Yu Gan Ran	1673-6184		Wei Sheng Wu Yu Gan Ran	101496274
35712	Osterreichische Zeitschrift fur Kinderheilkunde und Kinderfursorge	Osterr Z Kinderheilkd Kinderfuersorge	0369-8076		Osterr Z Kinderheilkd Kinderfuersorge	19320650R
35713	Polarnet technical report		1592-5064		Polarnet Tech Rep	101496824
35714	Advances in protein chemistry and structural biology	Adv Protein Chem Struct Biol	1876-1623	1876-1631	Adv Protein Chem Struct Biol	101497281
35716	Shengtai huanjing		1672-2175		Shengtai Huanjing	101497279
35717	American-Eurasian journal of agricultural & environmental sciences		1818-6769	1990-4053	Am Eurasian J Agric Environ Sci	101295920
35720	Gefahrstoffe, Reinhaltung der Luft = Air quality control / Herausgeber, BIA und KRdL im VDI und DIN	Gefahrst Reinhalt Luft	0949-8036		Gefahrst Reinhalt Luft	9890003
35722	Journal of rehabilitation medicine. Supplement	J Rehabil Med Suppl	1650-1969		J Rehabil Med Suppl	101498465
35723	Progress in molecular biology and translational science	Prog Mol Biol Transl Sci	1877-1173	1878-0814	Prog Mol Biol Transl Sci	101498165
35724	Journal of Southwest University (Natural Science Edition)		1673-9868		J of Southwest Univ	101498529
35725	Cha ye ke xue = Journal of tea science		1000-369X		Cha Ye Ke Xue	101498562
35729	African journal of psychiatry	Afr J Psychiatry (Johannesbg)	1994-8220		Afr J Psychiatry (Johannesbg)	101465030
35736	Iranian journal of kidney diseases	Iran J Kidney Dis	1735-8582	1735-8604	Iran J Kidney Dis	101316967
35743	Natural product communications	Nat Prod Commun	1934-578X	1555-9475	Nat Prod Commun	101477873
35744	NCHS data brief	NCHS Data Brief	1941-4935	1941-4927	NCHS Data Brief	101495625
35749	International journal of integrative biology		0974-2816	0973-8363	Int J Integr Biol	101485540
35756	Herpetology notes		2071-5773		Herpetol Notes	101499346
35772	Transactions of the American Climatological and Clinical Association. American Climatological and Clinical Association	Trans Am Climatol Clin Assoc	0743-3255		Trans Am Climatol Clin Assoc	101491235
35774	An hui ji shu shi fan xue yuan xue bao		1672-3589		An Hui Ji Shu Shi Fan Xue Yuan Xue Bao	101499988
35776	Transactions of the American Climatological Association for the year ... American Climatological Association	Trans Am Climatol Assoc	1059-8685		Trans Am Climatol Assoc	101491229
35787	Frontiers in bioscience (Scholar edition)	Front Biosci (Schol Ed)	1945-0516	1945-0524	Front Biosci (Schol Ed)	101485241
35789	Trudy Zoologicheskogo instituta		0206-0477		Tr Zool Inst	7507664
35794	Entomologicheskie i parazitologicheskie issledovaniia v Povolzh'e		1608-9073		Entomol I Parazitol Issled V Povolzhe	101201719
35797	Biologia ambientale		1129-504X		Biol Ambient	101501635
35802	Zhongguo shou yao za zhi		1002-1280		Zhongguo Shou Yao Zazhi	101502084
35813	Guo ji yi xue ji sheng chong bing za zhi		1673-4122		Guo Ji Yi Xue Ji Sheng Chong Bing Za Zhi	101502766
35815	Re dai zuo wu xue bao = Chinese journal of tropical crops		1000-2561		Re Dai Zuo Wu Xue Bao	101503054
35816	Natural history research. Special issue		1340-2692		Nat Hist Res Spec Issue	101503063
35817	Research journal of agriculture and biological sciences		1816-1561	1819-5415	Res J Agric Biol Sci	101503199
35822	Arquipelago : boletim da Universidade dos Acores. Ciencias biologicas e marinhas = Bulletin of the University of the Azores. Life and marine sciences		0873-4704		Arquipelago	101503957
35825	Psychiatry (Edgmont (Pa. : Township))	Psychiatry (Edgmont)	1550-5952	1555-5194	Psychiatry (Edgmont)	101484252
35827	Sallim kwahak yon'gu		1226-8267		Sallim Kwahak Yongu	101504413
35828	International perspectives on sexual and reproductive health	Int Perspect Sex Reprod Health	1944-0391	1944-0405	Int Perspect Sex Reprod Health	101504990
35829	Revista lasallista de investigacion		1794-4449		Rev Lasallista Investig	101505506
35832	Qing shi yan jiu = Qingshi yanjiu	Qing Shi Yan Jiu	1002-8587		Qing Shi Yan Jiu	101503965
35833	Rekishigaku kenkyu	Rekishigaku Kenkyu	0386-9237		Rekishigaku Kenkyu	101503963
35834	Pos-historia / Universidade Estadual Paulista	Pos Hist	0104-1452		Pos Hist	101503969
35835	Portuguese studies review	Portuguese Stud Rev	1057-1515		Portuguese Stud Rev	101503970
35837	Otechestvennye arkhivy	Otecestv Arh	0130-3554		Otecestv Arh	101503976
35838	Otechestvennaia istoriia / Rossiiskaia akademiia nauk, Institut rossiiskoi istorii	Otechestvennaia Istor	0869-5687		Otechestvennaia Istor	101503977
35840	Li shi dang an	Li Shi Dang An	1001-7755		Li Shi Dang An	101503981
35841	Proceedings of the British Academy	Proc Br Acad	0068-1202		Proc Br Acad	101504278
35843	Shi xue yue kan	Shi Xue Yue Kan	0583-0214		Shi Xue Yue Kan	101504281
35844	Zeitschrift fur Agrargeschichte und Agrarsoziologie	Z Agrarges Agrarsoziol	0044-2194		Z Agrarges Agrarsoziol	101504294
35845	Zhongguo nong shi / [Zhongguo nong ye li shi xue hui chou wei hui, Zhongguo nong ke yuan, Nanjing nong xue yuan, Zhongguo nong ye yi chan yan jiu shi]	Zhonguo Nongshi	1000-4459		Zhonguo Nongshi	101504288
35846	Locus (Juiz de Fora, Brazil)	Locus Juiz Fora Braz	1413-3024		Locus Juiz Fora Braz	101504285
35849	Secuencia (Mexico City, Mexico)	Secuencia	0186-0348		Secuencia	101504297
35852	Risorgimento (Milan, Italy)	Risorgimento	0035-5607		Risorgimento	101504303
35855	Studia historica. Ha. contemporanea	Stud Hist Ha Contemp	0213-2087		Stud Hist Ha Contemp	101504311
35856	U.S.-Japan women's journal. English supplement = Nichi-Bei josei janaru. English supplement	US Jpn Womens J Engl Suppl	1059-9770		US Jpn Womens J Engl Suppl	101504321
35857	Toplum ve bilim	Toplum Bilim	1300-9354		Toplum Bilim	101504322
35858	Vietnamese studies (Hanoi, Vietnam : 1966)	Vietnam Stud	0085-7823		Vietnam Stud	101504324
35859	Les Annales medico-chirurgicales de l'Hopital Sainte-Justine de Montreal	Ann Med Chir Hop Sainte Justine Montr	1189-6361		Ann Med Chir Hop Sainte Justine Montr	64761
35861	The A.S.T.A. journal	ASTA J	0149-5321		ASTA J	7706698
35862	Journal of the Lepidopterists' Society		0024-0966		J Lepid Soc	101506241
35867	Acta Societatis medicorum Fennicae Duodecim. Series B Suomalainen laakariseura Duodecim	Acta Suom laak Duodecim B	0365-172X		Acta Suom laak Duodecim B	21030310R
35868	Alabama social welfare	Ala Soc Welf	0002-4368		Ala Soc Welf	22440280R
35871	The European journal of esthetic dentistry : official journal of the European Academy of Esthetic Dentistry	Eur J Esthet Dent	1862-0612	1862-9369	Eur J Esthet Dent	101285292
35874	Proceedings. Colloquium in Biological Sciences	Proc Annu Biol Colloq	0078-5857		Proc Annu Biol Colloq	120440
35875	Annual report of the Board of Regents of the Smithsonian Institution. Smithsonian Institution. Board of Regents	Annu Rep Board Regents Smithson Inst	0096-4093		Annu Rep Board Regents Smithson Inst	244324
35876	Educational focus	Educ Focus	0097-2754		Educ Focus	245613
35877	The Journal of the Dental Society of the State of New York	J Dent Soc State N Y	0093-4100		J Dent Soc State N Y	414614
35881	Bulletin - Hennepin County Medical Society	Bull Hennepin Cty Med Soc	0018-0378		Bull Hennepin Cty Med Soc	7503356
35882	Bulletin de la sante publique. Belgium. Ministere de la sante publique et de la famille	Bull Sante publique (Brux )	0378-4673		Bull Sante publique (Brux )	7701783
35883	Archives de psychologie	Arch Psychol (Geneve)	0003-9640		Arch Psychol (Geneve)	2985159R
35886	Aboriginal history	Aborig Hist	0314-8769		Aborig Hist	101505540
35889	Journal. Bengal Tuberculosis Association	J Bengal Tuberc Assoc	0970-6828		J Bengal Tuberc Assoc	15520020R
35892	Chemist-Analyst	Chem Anal	0095-8484		Chem Anal	16130050R
35893	Clinics of the Virginia Mason Hospital	Clin Va Mason Hosp	0097-1863		Clin Va Mason Hosp	16240170R
35899	Defensa odontologica	Def Odontol	0797-5384		Def Odontol	16520040R
35902	The Indian dental journal	Indian Dent J	0971-1147		Indian Dent J	17530310R
35905	Journal of the Malaria institute of India	J Malar Inst India	0368-2994		J Malar Inst India	18420280R
35908	Archivos. Sociedad de Cirujanos de Hospital, Santiago de Chile	Arch Soc Cir Hosp	0716-338X		Arch Soc Cir Hosp	20810590R
35916	La technique sanitaire et municipale	Tech Sanit Munic	0767-9599		Tech Sanit Munic	31517
35917	Modern dentistry	Mod Dent (N Y N Y 1931)	1043-1586		Mod Dent (N Y N Y 1931)	133557
35920	Year book. Academy of Applied Osteopathy	Yearb Acad Appl Osteopathy	0091-5408		Yearb Acad Appl Osteopathy	372063
35921	Radiography and clinical photography	Radiogr Clin Photogr	0093-2922		Radiogr Clin Photogr	414244
35922	Bulletin - Canadian Tuberculosis Association	Bull Can Tuberc Assoc	0318-6091		Bull Can Tuberc Assoc	7503340
35923	Year book - Carnegie Institution of Washington	Year B Carnegie Inst Wash	0069-066X		Year B Carnegie Inst Wash	7503709
35930	Geschichte und Region = Storia e regione	Gesch Reg	1121-0303		Gesch Reg	101505497
35936	Anuario IEHS	Anu IEHS	0326-9671		Anu IEHS	101505528
35938	Geneses	Geneses	1155-3219		Geneses	101505542
35940	Kronos (Bellville, South Africa)	Kronos	0259-0190		Kronos	101506117
35942	Historia y grafia	Hist Graf	1405-0927		Hist Graf	101506122
35948	Historia agraria	Hist Agrar	1139-1472		Hist Agrar	101506148
